;;;Rg;Identité;Total;1;2;3;4;5;6;F;MG;MF;courses par catégorie d'âge;catégorie d'âge;CHPT DPT route;ROUTE;CHPT DPT clm;CLM INDIV;CHPT DPT cyclo-cross;CYCLO-CROSS;% route;% CLM;% CYCLO-CROSS;;;;;;;;;;;;;;
C_64;200071-BERTRAND Donna(F);2000,1167;263;71-BERTRAND Donna(F);2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;71-BERTRAND Donna(F)-1;71-BERTRAND Donna(F)-2;71-BERTRAND Donna(F)-3;71-BERTRAND Donna(F)-4;71-BERTRAND Donna(F)-5;71-BERTRAND Donna(F)-6;71-BERTRAND Donna(F)-F;71-BERTRAND Donna(F)-MG;71-BERTRAND Donna(F)-MF;1167;S;0;71-BERTRAND Donna(F)-S;71-BERTRAND Donna(F)-CHPT DPT route;71-BERTRAND Donna(F)-ROUTE;71-BERTRAND Donna(F)-CHPT DPT clm;71-BERTRAND Donna(F)-CLM INDIV;71-BERTRAND Donna(F)-CHPT DPT cyclo-cross;71-BERTRAND Donna(F)-CYCLO-CROSS
C_65;200071-BESSARD Benoit;2000,1166;264;71-BESSARD Benoit;2;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;71-BESSARD Benoit-1;71-BESSARD Benoit-2;71-BESSARD Benoit-3;71-BESSARD Benoit-4;71-BESSARD Benoit-5;71-BESSARD Benoit-6;71-BESSARD Benoit-F;71-BESSARD Benoit-MG;71-BESSARD Benoit-MF;1166;S;0;71-BESSARD Benoit-S;71-BESSARD Benoit-CHPT DPT route;71-BESSARD Benoit-ROUTE;71-BESSARD Benoit-CHPT DPT clm;71-BESSARD Benoit-CLM INDIV;71-BESSARD Benoit-CHPT DPT cyclo-cross;71-BESSARD Benoit-CYCLO-CROSS
C_66;000071-BESSE-BERGIER Pauline(F);0,1165;380;71-BESSE-BERGIER Pauline(F);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BESSE-BERGIER Pauline(F)-1;71-BESSE-BERGIER Pauline(F)-2;71-BESSE-BERGIER Pauline(F)-3;71-BESSE-BERGIER Pauline(F)-4;71-BESSE-BERGIER Pauline(F)-5;71-BESSE-BERGIER Pauline(F)-6;71-BESSE-BERGIER Pauline(F)-F;71-BESSE-BERGIER Pauline(F)-MG;71-BESSE-BERGIER Pauline(F)-MF;1165;V;0;71-BESSE-BERGIER Pauline(F)-V;71-BESSE-BERGIER Pauline(F)-CHPT DPT route;71-BESSE-BERGIER Pauline(F)-ROUTE;71-BESSE-BERGIER Pauline(F)-CHPT DPT clm;71-BESSE-BERGIER Pauline(F)-CLM INDIV;71-BESSE-BERGIER Pauline(F)-CHPT DPT cyclo-cross;71-BESSE-BERGIER Pauline(F)-CYCLO-CROSS
C_67;000071-BESSON Jean-Claude;0,1164;381;71-BESSON Jean-Claude;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BESSON Jean-Claude-1;71-BESSON Jean-Claude-2;71-BESSON Jean-Claude-3;71-BESSON Jean-Claude-4;71-BESSON Jean-Claude-5;71-BESSON Jean-Claude-6;71-BESSON Jean-Claude-F;71-BESSON Jean-Claude-MG;71-BESSON Jean-Claude-MF;1164;SA;0;71-BESSON Jean-Claude-SA;71-BESSON Jean-Claude-CHPT DPT route;71-BESSON Jean-Claude-ROUTE;71-BESSON Jean-Claude-CHPT DPT clm;71-BESSON Jean-Claude-CLM INDIV;71-BESSON Jean-Claude-CHPT DPT cyclo-cross;71-BESSON Jean-Claude-CYCLO-CROSS
C_68;100071-BESSONNAT Alain;1000,1163;307;71-BESSONNAT Alain;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;71-BESSONNAT Alain-1;71-BESSONNAT Alain-2;71-BESSONNAT Alain-3;71-BESSONNAT Alain-4;71-BESSONNAT Alain-5;71-BESSONNAT Alain-6;71-BESSONNAT Alain-F;71-BESSONNAT Alain-MG;71-BESSONNAT Alain-MF;1163;A;0;71-BESSONNAT Alain-A;71-BESSONNAT Alain-CHPT DPT route;71-BESSONNAT Alain-ROUTE;71-BESSONNAT Alain-CHPT DPT clm;71-BESSONNAT Alain-CLM INDIV;71-BESSONNAT Alain-CHPT DPT cyclo-cross;71-BESSONNAT Alain-CYCLO-CROSS
C_69;000071-BESSONNAT Valentin;0,1162;382;71-BESSONNAT Valentin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BESSONNAT Valentin-1;71-BESSONNAT Valentin-2;71-BESSONNAT Valentin-3;71-BESSONNAT Valentin-4;71-BESSONNAT Valentin-5;71-BESSONNAT Valentin-6;71-BESSONNAT Valentin-F;71-BESSONNAT Valentin-MG;71-BESSONNAT Valentin-MF;1162;S;0;71-BESSONNAT Valentin-S;71-BESSONNAT Valentin-CHPT DPT route;71-BESSONNAT Valentin-ROUTE;71-BESSONNAT Valentin-CHPT DPT clm;71-BESSONNAT Valentin-CLM INDIV;71-BESSONNAT Valentin-CHPT DPT cyclo-cross;71-BESSONNAT Valentin-CYCLO-CROSS
C_70;900071-BICHARD Vincent;9000,1161;91;71-BICHARD Vincent;9;0;0;2;7;0;0;0;0;0;1;8;0;0;0;0;71-BICHARD Vincent-1;71-BICHARD Vincent-2;71-BICHARD Vincent-3;71-BICHARD Vincent-4;71-BICHARD Vincent-5;71-BICHARD Vincent-6;71-BICHARD Vincent-F;71-BICHARD Vincent-MG;71-BICHARD Vincent-MF;1161;S;0;71-BICHARD Vincent-S;71-BICHARD Vincent-CHPT DPT route;71-BICHARD Vincent-ROUTE;71-BICHARD Vincent-CHPT DPT clm;71-BICHARD Vincent-CLM INDIV;71-BICHARD Vincent-CHPT DPT cyclo-cross;71-BICHARD Vincent-CYCLO-CROSS
C_71;1600071-BIDALOT Gilles;16000,116;22;71-BIDALOT Gilles;16;0;0;0;16;0;0;0;0;0;1;12;0;3;0;0;71-BIDALOT Gilles-1;71-BIDALOT Gilles-2;71-BIDALOT Gilles-3;71-BIDALOT Gilles-4;71-BIDALOT Gilles-5;71-BIDALOT Gilles-6;71-BIDALOT Gilles-F;71-BIDALOT Gilles-MG;71-BIDALOT Gilles-MF;1160;SV;0;71-BIDALOT Gilles-SV;71-BIDALOT Gilles-CHPT DPT route;71-BIDALOT Gilles-ROUTE;71-BIDALOT Gilles-CHPT DPT clm;71-BIDALOT Gilles-CLM INDIV;71-BIDALOT Gilles-CHPT DPT cyclo-cross;71-BIDALOT Gilles-CYCLO-CROSS
C_72;000071-BIGARD Alexis;0,1159;383;71-BIGARD Alexis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BIGARD Alexis-1;71-BIGARD Alexis-2;71-BIGARD Alexis-3;71-BIGARD Alexis-4;71-BIGARD Alexis-5;71-BIGARD Alexis-6;71-BIGARD Alexis-F;71-BIGARD Alexis-MG;71-BIGARD Alexis-MF;1159;S;0;71-BIGARD Alexis-S;71-BIGARD Alexis-CHPT DPT route;71-BIGARD Alexis-ROUTE;71-BIGARD Alexis-CHPT DPT clm;71-BIGARD Alexis-CLM INDIV;71-BIGARD Alexis-CHPT DPT cyclo-cross;71-BIGARD Alexis-CYCLO-CROSS
C_73;1000071-BIGARNET Mathieu;10000,1158;76;71-BIGARNET Mathieu;10;0;10;0;0;0;0;0;0;0;1;7;0;2;0;0;71-BIGARNET Mathieu-1;71-BIGARNET Mathieu-2;71-BIGARNET Mathieu-3;71-BIGARNET Mathieu-4;71-BIGARNET Mathieu-5;71-BIGARNET Mathieu-6;71-BIGARNET Mathieu-F;71-BIGARNET Mathieu-MG;71-BIGARNET Mathieu-MF;1158;S;0;71-BIGARNET Mathieu-S;71-BIGARNET Mathieu-CHPT DPT route;71-BIGARNET Mathieu-ROUTE;71-BIGARNET Mathieu-CHPT DPT clm;71-BIGARNET Mathieu-CLM INDIV;71-BIGARNET Mathieu-CHPT DPT cyclo-cross;71-BIGARNET Mathieu-CYCLO-CROSS
C_74;000071-BONIN Catherine(F);0,1157;384;71-BONIN Catherine(F);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONIN Catherine(F)-1;71-BONIN Catherine(F)-2;71-BONIN Catherine(F)-3;71-BONIN Catherine(F)-4;71-BONIN Catherine(F)-5;71-BONIN Catherine(F)-6;71-BONIN Catherine(F)-F;71-BONIN Catherine(F)-MG;71-BONIN Catherine(F)-MF;1157;SV;0;71-BONIN Catherine(F)-SV;71-BONIN Catherine(F)-CHPT DPT route;71-BONIN Catherine(F)-ROUTE;71-BONIN Catherine(F)-CHPT DPT clm;71-BONIN Catherine(F)-CLM INDIV;71-BONIN Catherine(F)-CHPT DPT cyclo-cross;71-BONIN Catherine(F)-CYCLO-CROSS
C_75;1800071-BONIN Justin(cadet);18000,1156;13;71-BONIN Justin(cadet);18;0;0;14;4;0;0;0;0;0;1;14;0;3;0;0;71-BONIN Justin(cadet)-1;71-BONIN Justin(cadet)-2;71-BONIN Justin(cadet)-3;71-BONIN Justin(cadet)-4;71-BONIN Justin(cadet)-5;71-BONIN Justin(cadet)-6;71-BONIN Justin(cadet)-F;71-BONIN Justin(cadet)-MG;71-BONIN Justin(cadet)-MF;1156;C;0;71-BONIN Justin(cadet)-C;71-BONIN Justin(cadet)-CHPT DPT route;71-BONIN Justin(cadet)-ROUTE;71-BONIN Justin(cadet)-CHPT DPT clm;71-BONIN Justin(cadet)-CLM INDIV;71-BONIN Justin(cadet)-CHPT DPT cyclo-cross;71-BONIN Justin(cadet)-CYCLO-CROSS
C_76;200071-BONIN Lionel;2000,1155;265;71-BONIN Lionel;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;71-BONIN Lionel-1;71-BONIN Lionel-2;71-BONIN Lionel-3;71-BONIN Lionel-4;71-BONIN Lionel-5;71-BONIN Lionel-6;71-BONIN Lionel-F;71-BONIN Lionel-MG;71-BONIN Lionel-MF;1155;A;0;71-BONIN Lionel-A;71-BONIN Lionel-CHPT DPT route;71-BONIN Lionel-ROUTE;71-BONIN Lionel-CHPT DPT clm;71-BONIN Lionel-CLM INDIV;71-BONIN Lionel-CHPT DPT cyclo-cross;71-BONIN Lionel-CYCLO-CROSS
C_77;000071-BONIN Rémy;0,1154;385;71-BONIN Rémy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONIN Rémy-1;71-BONIN Rémy-2;71-BONIN Rémy-3;71-BONIN Rémy-4;71-BONIN Rémy-5;71-BONIN Rémy-6;71-BONIN Rémy-F;71-BONIN Rémy-MG;71-BONIN Rémy-MF;1154;SA;0;71-BONIN Rémy-SA;71-BONIN Rémy-CHPT DPT route;71-BONIN Rémy-ROUTE;71-BONIN Rémy-CHPT DPT clm;71-BONIN Rémy-CLM INDIV;71-BONIN Rémy-CHPT DPT cyclo-cross;71-BONIN Rémy-CYCLO-CROSS
C_78;000071-BONIN Thierry;0,1153;386;71-BONIN Thierry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONIN Thierry-1;71-BONIN Thierry-2;71-BONIN Thierry-3;71-BONIN Thierry-4;71-BONIN Thierry-5;71-BONIN Thierry-6;71-BONIN Thierry-F;71-BONIN Thierry-MG;71-BONIN Thierry-MF;1153;SV;0;71-BONIN Thierry-SV;71-BONIN Thierry-CHPT DPT route;71-BONIN Thierry-ROUTE;71-BONIN Thierry-CHPT DPT clm;71-BONIN Thierry-CLM INDIV;71-BONIN Thierry-CHPT DPT cyclo-cross;71-BONIN Thierry-CYCLO-CROSS
C_79;000071-BONNAMOUR André;0,1152;387;71-BONNAMOUR André;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONNAMOUR André-1;71-BONNAMOUR André-2;71-BONNAMOUR André-3;71-BONNAMOUR André-4;71-BONNAMOUR André-5;71-BONNAMOUR André-6;71-BONNAMOUR André-F;71-BONNAMOUR André-MG;71-BONNAMOUR André-MF;1152;SA;0;71-BONNAMOUR André-SA;71-BONNAMOUR André-CHPT DPT route;71-BONNAMOUR André-ROUTE;71-BONNAMOUR André-CHPT DPT clm;71-BONNAMOUR André-CLM INDIV;71-BONNAMOUR André-CHPT DPT cyclo-cross;71-BONNAMOUR André-CYCLO-CROSS
C_80;100071-BONNAND Alexis;1000,1151;308;71-BONNAND Alexis;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;71-BONNAND Alexis-1;71-BONNAND Alexis-2;71-BONNAND Alexis-3;71-BONNAND Alexis-4;71-BONNAND Alexis-5;71-BONNAND Alexis-6;71-BONNAND Alexis-F;71-BONNAND Alexis-MG;71-BONNAND Alexis-MF;1151;C;0;71-BONNAND Alexis-C;71-BONNAND Alexis-CHPT DPT route;71-BONNAND Alexis-ROUTE;71-BONNAND Alexis-CHPT DPT clm;71-BONNAND Alexis-CLM INDIV;71-BONNAND Alexis-CHPT DPT cyclo-cross;71-BONNAND Alexis-CYCLO-CROSS
C_81;000071-BONNARDOT Martine(F);0,115;388;71-BONNARDOT Martine(F);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONNARDOT Martine(F)-1;71-BONNARDOT Martine(F)-2;71-BONNARDOT Martine(F)-3;71-BONNARDOT Martine(F)-4;71-BONNARDOT Martine(F)-5;71-BONNARDOT Martine(F)-6;71-BONNARDOT Martine(F)-F;71-BONNARDOT Martine(F)-MG;71-BONNARDOT Martine(F)-MF;1150;A;0;71-BONNARDOT Martine(F)-A;71-BONNARDOT Martine(F)-CHPT DPT route;71-BONNARDOT Martine(F)-ROUTE;71-BONNARDOT Martine(F)-CHPT DPT clm;71-BONNARDOT Martine(F)-CLM INDIV;71-BONNARDOT Martine(F)-CHPT DPT cyclo-cross;71-BONNARDOT Martine(F)-CYCLO-CROSS
C_82;300071-BONNEAU Stéphane;3000,1149;236;71-BONNEAU Stéphane;3;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;71-BONNEAU Stéphane-1;71-BONNEAU Stéphane-2;71-BONNEAU Stéphane-3;71-BONNEAU Stéphane-4;71-BONNEAU Stéphane-5;71-BONNEAU Stéphane-6;71-BONNEAU Stéphane-F;71-BONNEAU Stéphane-MG;71-BONNEAU Stéphane-MF;1149;SV;0;71-BONNEAU Stéphane-SV;71-BONNEAU Stéphane-CHPT DPT route;71-BONNEAU Stéphane-ROUTE;71-BONNEAU Stéphane-CHPT DPT clm;71-BONNEAU Stéphane-CLM INDIV;71-BONNEAU Stéphane-CHPT DPT cyclo-cross;71-BONNEAU Stéphane-CYCLO-CROSS
C_83;500071-BONNEFOY Henry;5000,1148;181;71-BONNEFOY Henry;5;0;0;0;0;0;5;0;0;0;0;4;0;1;0;0;71-BONNEFOY Henry-1;71-BONNEFOY Henry-2;71-BONNEFOY Henry-3;71-BONNEFOY Henry-4;71-BONNEFOY Henry-5;71-BONNEFOY Henry-6;71-BONNEFOY Henry-F;71-BONNEFOY Henry-MG;71-BONNEFOY Henry-MF;1148;SA;0;71-BONNEFOY Henry-SA;71-BONNEFOY Henry-CHPT DPT route;71-BONNEFOY Henry-ROUTE;71-BONNEFOY Henry-CHPT DPT clm;71-BONNEFOY Henry-CLM INDIV;71-BONNEFOY Henry-CHPT DPT cyclo-cross;71-BONNEFOY Henry-CYCLO-CROSS
C_84;000071-BONNET Alois;0,1147;389;71-BONNET Alois;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONNET Alois-1;71-BONNET Alois-2;71-BONNET Alois-3;71-BONNET Alois-4;71-BONNET Alois-5;71-BONNET Alois-6;71-BONNET Alois-F;71-BONNET Alois-MG;71-BONNET Alois-MF;1147;S;0;71-BONNET Alois-S;71-BONNET Alois-CHPT DPT route;71-BONNET Alois-ROUTE;71-BONNET Alois-CHPT DPT clm;71-BONNET Alois-CLM INDIV;71-BONNET Alois-CHPT DPT cyclo-cross;71-BONNET Alois-CYCLO-CROSS
C_85;1500071-BONNET Andréas;15000,1146;26;71-BONNET Andréas;15;0;0;0;15;0;0;0;0;0;1;13;0;1;0;0;71-BONNET Andréas-1;71-BONNET Andréas-2;71-BONNET Andréas-3;71-BONNET Andréas-4;71-BONNET Andréas-5;71-BONNET Andréas-6;71-BONNET Andréas-F;71-BONNET Andréas-MG;71-BONNET Andréas-MF;1146;E;0;71-BONNET Andréas-E;71-BONNET Andréas-CHPT DPT route;71-BONNET Andréas-ROUTE;71-BONNET Andréas-CHPT DPT clm;71-BONNET Andréas-CLM INDIV;71-BONNET Andréas-CHPT DPT cyclo-cross;71-BONNET Andréas-CYCLO-CROSS
C_86;000071-BONNOT Frédéric;0,1145;390;71-BONNOT Frédéric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BONNOT Frédéric-1;71-BONNOT Frédéric-2;71-BONNOT Frédéric-3;71-BONNOT Frédéric-4;71-BONNOT Frédéric-5;71-BONNOT Frédéric-6;71-BONNOT Frédéric-F;71-BONNOT Frédéric-MG;71-BONNOT Frédéric-MF;1145;SV;0;71-BONNOT Frédéric-SV;71-BONNOT Frédéric-CHPT DPT route;71-BONNOT Frédéric-ROUTE;71-BONNOT Frédéric-CHPT DPT clm;71-BONNOT Frédéric-CLM INDIV;71-BONNOT Frédéric-CHPT DPT cyclo-cross;71-BONNOT Frédéric-CYCLO-CROSS
C_87;000071-BOREY Christian;0,1144;391;71-BOREY Christian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BOREY Christian-1;71-BOREY Christian-2;71-BOREY Christian-3;71-BOREY Christian-4;71-BOREY Christian-5;71-BOREY Christian-6;71-BOREY Christian-F;71-BOREY Christian-MG;71-BOREY Christian-MF;1144;A;0;71-BOREY Christian-A;71-BOREY Christian-CHPT DPT route;71-BOREY Christian-ROUTE;71-BOREY Christian-CHPT DPT clm;71-BOREY Christian-CLM INDIV;71-BOREY Christian-CHPT DPT cyclo-cross;71-BOREY Christian-CYCLO-CROSS
C_88;100071-BORSATO Arthur;1000,1143;309;71-BORSATO Arthur;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;71-BORSATO Arthur-1;71-BORSATO Arthur-2;71-BORSATO Arthur-3;71-BORSATO Arthur-4;71-BORSATO Arthur-5;71-BORSATO Arthur-6;71-BORSATO Arthur-F;71-BORSATO Arthur-MG;71-BORSATO Arthur-MF;1143;M;0;71-BORSATO Arthur-M;71-BORSATO Arthur-CHPT DPT route;71-BORSATO Arthur-ROUTE;71-BORSATO Arthur-CHPT DPT clm;71-BORSATO Arthur-CLM INDIV;71-BORSATO Arthur-CHPT DPT cyclo-cross;71-BORSATO Arthur-CYCLO-CROSS
C_89;600071-BOSC Charlotte(F);6000,1142;161;71-BOSC Charlotte(F);6;0;0;0;0;0;0;6;0;0;0;4;0;2;0;0;71-BOSC Charlotte(F)-1;71-BOSC Charlotte(F)-2;71-BOSC Charlotte(F)-3;71-BOSC Charlotte(F)-4;71-BOSC Charlotte(F)-5;71-BOSC Charlotte(F)-6;71-BOSC Charlotte(F)-F;71-BOSC Charlotte(F)-MG;71-BOSC Charlotte(F)-MF;1142;S;0;71-BOSC Charlotte(F)-S;71-BOSC Charlotte(F)-CHPT DPT route;71-BOSC Charlotte(F)-ROUTE;71-BOSC Charlotte(F)-CHPT DPT clm;71-BOSC Charlotte(F)-CLM INDIV;71-BOSC Charlotte(F)-CHPT DPT cyclo-cross;71-BOSC Charlotte(F)-CYCLO-CROSS
C_90;700071-BOSC Noah(cadet);7000,1141;133;71-BOSC Noah(cadet);7;0;0;0;7;0;0;0;0;0;1;6;0;0;0;0;71-BOSC Noah(cadet)-1;71-BOSC Noah(cadet)-2;71-BOSC Noah(cadet)-3;71-BOSC Noah(cadet)-4;71-BOSC Noah(cadet)-5;71-BOSC Noah(cadet)-6;71-BOSC Noah(cadet)-F;71-BOSC Noah(cadet)-MG;71-BOSC Noah(cadet)-MF;1141;C;0;71-BOSC Noah(cadet)-C;71-BOSC Noah(cadet)-CHPT DPT route;71-BOSC Noah(cadet)-ROUTE;71-BOSC Noah(cadet)-CHPT DPT clm;71-BOSC Noah(cadet)-CLM INDIV;71-BOSC Noah(cadet)-CHPT DPT cyclo-cross;71-BOSC Noah(cadet)-CYCLO-CROSS
C_91;1900071-BOSC Raoul;19000,114;11;71-BOSC Raoul;19;0;0;19;0;0;0;0;0;0;1;13;0;5;0;0;71-BOSC Raoul-1;71-BOSC Raoul-2;71-BOSC Raoul-3;71-BOSC Raoul-4;71-BOSC Raoul-5;71-BOSC Raoul-6;71-BOSC Raoul-F;71-BOSC Raoul-MG;71-BOSC Raoul-MF;1140;V;0;71-BOSC Raoul-V;71-BOSC Raoul-CHPT DPT route;71-BOSC Raoul-ROUTE;71-BOSC Raoul-CHPT DPT clm;71-BOSC Raoul-CLM INDIV;71-BOSC Raoul-CHPT DPT cyclo-cross;71-BOSC Raoul-CYCLO-CROSS
C_92;1200071-BOSC Richard;12000,1139;53;71-BOSC Richard;12;0;0;0;0;12;0;0;0;0;1;7;0;4;0;0;71-BOSC Richard-1;71-BOSC Richard-2;71-BOSC Richard-3;71-BOSC Richard-4;71-BOSC Richard-5;71-BOSC Richard-6;71-BOSC Richard-F;71-BOSC Richard-MG;71-BOSC Richard-MF;1139;SV;0;71-BOSC Richard-SV;71-BOSC Richard-CHPT DPT route;71-BOSC Richard-ROUTE;71-BOSC Richard-CHPT DPT clm;71-BOSC Richard-CLM INDIV;71-BOSC Richard-CHPT DPT cyclo-cross;71-BOSC Richard-CYCLO-CROSS
C_93;1200071-BOSC Vanessa(F);12000,1138;54;71-BOSC Vanessa(F);12;0;0;0;0;0;0;12;0;0;1;10;0;1;0;0;71-BOSC Vanessa(F)-1;71-BOSC Vanessa(F)-2;71-BOSC Vanessa(F)-3;71-BOSC Vanessa(F)-4;71-BOSC Vanessa(F)-5;71-BOSC Vanessa(F)-6;71-BOSC Vanessa(F)-F;71-BOSC Vanessa(F)-MG;71-BOSC Vanessa(F)-MF;1138;V;0;71-BOSC Vanessa(F)-V;71-BOSC Vanessa(F)-CHPT DPT route;71-BOSC Vanessa(F)-ROUTE;71-BOSC Vanessa(F)-CHPT DPT clm;71-BOSC Vanessa(F)-CLM INDIV;71-BOSC Vanessa(F)-CHPT DPT cyclo-cross;71-BOSC Vanessa(F)-CYCLO-CROSS
C_94;000071-BOUCROT Damien;0,1137;392;71-BOUCROT Damien;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BOUCROT Damien-1;71-BOUCROT Damien-2;71-BOUCROT Damien-3;71-BOUCROT Damien-4;71-BOUCROT Damien-5;71-BOUCROT Damien-6;71-BOUCROT Damien-F;71-BOUCROT Damien-MG;71-BOUCROT Damien-MF;1137;S;0;71-BOUCROT Damien-S;71-BOUCROT Damien-CHPT DPT route;71-BOUCROT Damien-ROUTE;71-BOUCROT Damien-CHPT DPT clm;71-BOUCROT Damien-CLM INDIV;71-BOUCROT Damien-CHPT DPT cyclo-cross;71-BOUCROT Damien-CYCLO-CROSS
C_95;1500071-BOUCROT Léon;15000,1136;27;71-BOUCROT Léon;15;0;0;0;0;0;0;0;13;0;1;12;0;0;1;1;71-BOUCROT Léon-1;71-BOUCROT Léon-2;71-BOUCROT Léon-3;71-BOUCROT Léon-4;71-BOUCROT Léon-5;71-BOUCROT Léon-6;71-BOUCROT Léon-F;71-BOUCROT Léon-MG;71-BOUCROT Léon-MF;1136;M;2;71-BOUCROT Léon-M;71-BOUCROT Léon-CHPT DPT route;71-BOUCROT Léon-ROUTE;71-BOUCROT Léon-CHPT DPT clm;71-BOUCROT Léon-CLM INDIV;71-BOUCROT Léon-CHPT DPT cyclo-cross;71-BOUCROT Léon-CYCLO-CROSS
C_96;100071-BOUDOT Enzo;1000,1135;310;71-BOUDOT Enzo;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;71-BOUDOT Enzo-1;71-BOUDOT Enzo-2;71-BOUDOT Enzo-3;71-BOUDOT Enzo-4;71-BOUDOT Enzo-5;71-BOUDOT Enzo-6;71-BOUDOT Enzo-F;71-BOUDOT Enzo-MG;71-BOUDOT Enzo-MF;1135;S;0;71-BOUDOT Enzo-S;71-BOUDOT Enzo-CHPT DPT route;71-BOUDOT Enzo-ROUTE;71-BOUDOT Enzo-CHPT DPT clm;71-BOUDOT Enzo-CLM INDIV;71-BOUDOT Enzo-CHPT DPT cyclo-cross;71-BOUDOT Enzo-CYCLO-CROSS
C_97;000071-BOUFLET Patrick;0,1134;393;71-BOUFLET Patrick;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BOUFLET Patrick-1;71-BOUFLET Patrick-2;71-BOUFLET Patrick-3;71-BOUFLET Patrick-4;71-BOUFLET Patrick-5;71-BOUFLET Patrick-6;71-BOUFLET Patrick-F;71-BOUFLET Patrick-MG;71-BOUFLET Patrick-MF;1134;A;0;71-BOUFLET Patrick-A;71-BOUFLET Patrick-CHPT DPT route;71-BOUFLET Patrick-ROUTE;71-BOUFLET Patrick-CHPT DPT clm;71-BOUFLET Patrick-CLM INDIV;71-BOUFLET Patrick-CHPT DPT cyclo-cross;71-BOUFLET Patrick-CYCLO-CROSS
C_98;200071-BOUILLOT Julie;2000,1133;266;71-BOUILLOT Julie;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;71-BOUILLOT Julie-1;71-BOUILLOT Julie-2;71-BOUILLOT Julie-3;71-BOUILLOT Julie-4;71-BOUILLOT Julie-5;71-BOUILLOT Julie-6;71-BOUILLOT Julie-F;71-BOUILLOT Julie-MG;71-BOUILLOT Julie-MF;1133;S;0;71-BOUILLOT Julie-S;71-BOUILLOT Julie-CHPT DPT route;71-BOUILLOT Julie-ROUTE;71-BOUILLOT Julie-CHPT DPT clm;71-BOUILLOT Julie-CLM INDIV;71-BOUILLOT Julie-CHPT DPT cyclo-cross;71-BOUILLOT Julie-CYCLO-CROSS
C_99;000071-BOURDON Sébastien;0,1132;394;71-BOURDON Sébastien;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BOURDON Sébastien-1;71-BOURDON Sébastien-2;71-BOURDON Sébastien-3;71-BOURDON Sébastien-4;71-BOURDON Sébastien-5;71-BOURDON Sébastien-6;71-BOURDON Sébastien-F;71-BOURDON Sébastien-MG;71-BOURDON Sébastien-MF;1132;SV;0;71-BOURDON Sébastien-SV;71-BOURDON Sébastien-CHPT DPT route;71-BOURDON Sébastien-ROUTE;71-BOURDON Sébastien-CHPT DPT clm;71-BOURDON Sébastien-CLM INDIV;71-BOURDON Sébastien-CHPT DPT cyclo-cross;71-BOURDON Sébastien-CYCLO-CROSS
C_100;000071-BOURGEON Frédéric;0,1131;395;71-BOURGEON Frédéric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-BOURGEON Frédéric-1;71-BOURGEON Frédéric-2;71-BOURGEON Frédéric-3;71-BOURGEON Frédéric-4;71-BOURGEON Frédéric-5;71-BOURGEON Frédéric-6;71-BOURGEON Frédéric-F;71-BOURGEON Frédéric-MG;71-BOURGEON Frédéric-MF;1131;SV;0;71-BOURGEON Frédéric-SV;71-BOURGEON Frédéric-CHPT DPT route;71-BOURGEON Frédéric-ROUTE;71-BOURGEON Frédéric-CHPT DPT clm;71-BOURGEON Frédéric-CLM INDIV;71-BOURGEON Frédéric-CHPT DPT cyclo-cross;71-BOURGEON Frédéric-CYCLO-CROSS
